OBJECTID,bcr_label,bcr_label_name,name_en,name_fr,name_sp,globalid,SHAPE_Length,SHAPE_Area
1186,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{20E9A62E-E70D-46F3-8D68-9DA989637FDE},3360.66894519369,631847.437030436
1187,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FE93B309-BEBA-4CF2-9B0D-DC4AFDB683AC},8639.14499953962,3786545.27652234
1188,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{909C9F89-988F-41DD-86F3-58BC05F100B3},3146.14882618744,641337.46950595
1189,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{F99E5BDD-12A5-43FF-B68C-3A353AAA73B0},4937.77187319633,881744.524635187
1190,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{44B36603-F151-4DCB-9E03-AB1F03E61F6E},4081.69321905662,1126866.97308215
1191,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1F870C2B-C0E1-43E5-B502-40359293D9D0},16683.5728525992,12308189.4644444
1192,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{48818689-3D68-452B-9376-88CFE3172473},3851.87133023999,888652.543501346
1193,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C85DB87F-99C3-4AEC-85F0-823E24BFCBC9},30175.9398130242,41895882.9526202
1194,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{871B6872-1EF9-4061-83BC-6A8EE2F64799},6820.95075539589,2928958.55256209
1195,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{54D1A7E0-673D-456E-A43B-91AC92316542},11633.0670229003,7790048.08379628
1196,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E04B7E8B-D6AF-4BDB-B6A1-E1AAA293844A},3615.99576934792,721519.188709219
1197,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{23C4889F-8415-4C41-8AC7-9B9B6BC5ACB3},4317.03104707896,842927.695103754
1198,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{386058FE-C469-4C0F-805F-D2FC8FE2397F},4902.97272209952,1317108.5951575
1199,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A9E6B826-5EFF-4F52-B005-6934D2552BE1},7200.07526996669,2078180.97564505
1200,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9CBF0ED7-1BFC-4E0B-94C2-18518FC69D0C},5368.46329716619,2102391.63351633
1201,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{DBD99616-8834-4D60-B152-87DE8F844455},7640.782249874,2188587.80622681
1202,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4AC8931A-AEE0-45F2-93F5-ACF321A9C454},3477.4260280666,773470.05425689
1203,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{D0EC2ECA-9E14-4955-B7CA-B43D145D512B},4424.9846787892,1237725.43995587
1204,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B693A455-BC1E-4E6C-BD14-D01BF4BA7A53},4020.7985645692,861369.451330112
1205,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{9088065B-7392-4964-8743-1CC48847C01E},5022.68830881549,1116901.12085128
1206,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D693A87B-D818-49DB-A9F8-9427CA378E74},3383.80148082041,769924.156240052
1207,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F37DD477-767C-4A80-9B41-C5212308E489},3164.428806938,635272.003131884
1208,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AE84C961-09D9-49D9-9A4D-8F7E7DEBC1F0},15144.3292468661,10791623.9166369
1209,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{F0590415-18A3-4754-B4EB-A3BD2278A804},4581.83371238476,817254.552910914
1210,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{BF779C5F-60B0-4AAF-8E2D-1B8C6FD1958E},21055.9614684466,17443941.7528849
1211,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9B40F040-C239-44D4-89AA-AED6F8E100EB},3395.50929419867,622938.819644735
1212,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{2C3138DE-D7FD-4681-9192-46F37C93C556},16541.4410474777,10210871.3334313
1213,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D961B5F7-2814-4639-B71C-EAACC0F44C6B},5075.69789742253,1313109.10989181
1214,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{15A98321-214B-4937-A8B0-1F24CC16702C},24041.1942228903,28457339.3506037
1215,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3416AB08-1E7E-42A0-86D4-8AC5283D0BB5},3219.53075932439,710247.406626239
1216,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{ACE653D5-7E8E-4B05-9213-D380F328ADD5},3511.07690713444,676454.892532876
1217,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{ADFCECA5-43AA-477A-9617-66546228BB84},4491.42287183126,770784.92738942
1218,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{30169524-DCD7-421F-80E5-A29F974685C7},8014.94167362007,2597240.70815318
1219,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{5C933601-B67A-452A-B089-8CE530DBE71F},3616.03229672033,700380.653179143
1220,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3CF93FA1-4CD5-40FD-8064-7AB888D80FAE},3622.22945889242,869348.762783872
1221,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3DD5D428-D4D5-4361-8455-30144813F108},11417.8632725359,3833343.52764184
1222,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{B6D54FD2-3FC6-471B-AB94-C4BEC74F7238},2976878.19375566,31368992680.7979
1223,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B7709D60-F4BC-4B28-9932-5140A9CC0FA3},3608.62269136426,687956.511896643
1224,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C2C76874-895D-47B7-9884-C39EE653947B},8515.09381767123,2110309.10453908
1225,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{17EC50F3-CB64-48C1-9927-D2A556F65522},10696.0613148398,5818169.3107578
1226,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{A27E111B-E00B-4B8C-AB3F-4689578AD76F},4503.61051053039,1042267.32728943
1227,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6C84CDD5-035B-4756-A5E4-56CB271E5F79},3488.97016813036,821563.76654312
1228,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9427B11D-A8C5-4D46-A66C-814CFE1432BD},541176.487457597,3678880309.76933
1229,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{B19E62E8-78C8-4EED-979D-8C717E8267BC},11826.9582918106,4561777.25771751
1230,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9CF0A36F-FFD0-48F2-AF20-6D62FDFF75A4},7041.50083647706,2947680.99470062
1231,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{56D695E6-E836-4C16-B1B5-AA18320CA52E},6638.10027549505,2032447.6908422
1232,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D321878A-146A-418F-889D-44AD5B26C69D},3403.425434071,581628.597404366
1233,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{548E7C38-DF23-4C85-A9A2-9DC37B9C5198},21179.3383728314,16078003.2842825
1234,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A74919CA-A6A7-4CA5-959E-2EF1FD1D80AA},4722.24142233712,843639.87615358
1235,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{66053C86-BFA3-4093-BFFA-095E17F69D62},3635.62057935181,862311.024342403
1236,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A277C7CD-311F-4E7F-8F20-0A1281F28AEA},3161.0342201226,504126.062052153
1237,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{68B2A00E-97CE-4550-B683-6B959F301787},4747.9730872765,937241.349656326
1238,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4AF30D7F-0832-4E7D-8E43-267C3E5B5BF6},5748.07385014758,1858138.41969943
1239,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2D795825-F6DD-4B63-B8A4-8AEA1C816E9F},7552.09746760801,2915373.44240805
1240,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3B13C6DF-C92A-4F27-A5A6-41A6AC715D95},12626.7271938969,5584773.87770241
1241,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6969FD1F-5BE6-4FB0-93AB-182DB7B9F954},10815.8588508615,3716102.06027502
1242,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{69383AAC-4C8F-4F44-BDB7-B8911D7984E5},3915.60046971284,870082.305888345
1243,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5A7778D8-DED3-4D85-A969-9AFEA0CAF63E},5297.05971964926,1718594.16502527
1244,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EAA47F0C-EC48-49B9-9973-DCA8F2CF875E},3199.29209397106,638332.321678131
1245,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{0836F20F-34CE-4F4E-B694-5E4625BC96AB},3109.92755310324,558483.778336842
1246,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E1DFECA3-9E33-49EE-9100-6EA5741BC45E},5935.11055838679,1530603.40013951
1247,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FBF91A0A-EFD2-4754-843E-6D043D8C38A3},3339.67793878989,610305.148452136
1248,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D45B1727-0753-4911-84B4-AA7CAE89D733},3131.41024467124,524042.405088513
1249,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{084961BD-3898-485D-9879-BF503288AD1C},3114.19727333608,517079.733673798
1250,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{BA1BEEFF-6E8B-4C43-895A-0DCF7968372D},154178.108181249,261798210.658008
1251,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{BAAD45F7-1918-4101-9324-5F4DB8D9F864},6731.76663073593,981747.171934093
1252,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{48BD3C79-32EE-4D07-B413-E4E6B9AED138},16365.1785525996,6217419.13662853
1253,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{27DF19DD-D9FF-4F7E-83FD-5FE7CE60420F},10258.5610107309,4752066.27473018
1254,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E825C9E9-AA98-46D0-B013-46E7A09129BD},3476.86206438526,632807.480853931
1255,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE788BA1-3015-4446-9017-E01AC52060AC},7865.37712151334,1854197.45876047
1256,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{83B2DF93-C28A-4E44-8623-C39E1CBD59D9},11373.9093807697,5557912.82314819
1257,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6FE51443-541C-480E-A3D0-0DD702678A70},5394.53351278892,1192951.70451632
1258,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7DBAC24E-CA39-45D8-894C-F51E99884C94},12754.1490062963,6748614.45328606
1259,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5CC034B2-8B15-4B03-94E3-D23B4FFA393F},4808.70982832701,1135276.60367187
1260,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2220BC0D-83C6-4CA2-ABB0-861D627DCCDE},10363.9895643622,2906327.57047526
1261,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A3AFBA59-1ADE-424A-97D2-D1CDEB5F281C},10357.937106223,4086579.90625563
1262,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EF9EBBCC-AA1B-4C6E-9290-ECBD6850EAB3},3933.99831521373,865505.138516287
1263,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C9574886-30AF-415F-BBCB-A03E89B8C9BC},5842.7800038559,1593169.2240078
1264,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{45D346D6-0352-4BD7-A921-818009140B76},3660.15631302896,685656.452587661
1265,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{03F97B06-3ACF-4C98-8955-B071FC81009F},3558.74618431358,890140.046107019
1266,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6157FE71-33CC-4DA0-9FB1-D48774A9EF59},15649.7153242099,5616924.63452953
1267,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AE822376-33EF-4E67-AA2F-67975E8CB647},6094.10639448858,1195141.87352969
1268,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7E783D93-3FAD-4ADF-AB0F-A580C98D2E22},8096.04815696073,1449219.54078222
1269,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3F9333F0-A0C3-4812-AF29-723AACCB19EE},3259.02422283659,498733.716850053
1270,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{60D71016-4135-4062-8FCC-7179339AF35A},5488.10258366545,1786447.37525184
1271,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{664CC9CA-FFBE-4201-803D-05ECF72E1519},3635.89431230091,552707.724531506
1272,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{2076E791-007F-4B47-9929-EBC7AAEE46E9},3486.34836945028,368420.623676921
1273,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{FA378A2E-BA50-4892-9F92-BB30762DC7F8},6013.96127495126,1339266.54636541
1274,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{655E36B8-BE1A-4CDA-A6A5-6EC145C88A28},6467.1286640838,1651136.95395953
1275,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{993EA384-78CB-4FB9-AAA4-0CF66AA418D0},4875.97445647966,1401635.1280618
1276,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{300F4B2C-C7A2-4947-90CB-A1F7E21A9E98},3785.89905672221,936557.431136265
1277,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CDF353AE-DD33-43BA-A64D-70C892FEC3AA},10756.5510403777,3405137.331236
1278,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FBE0559C-C7D9-4D07-9FA0-9D4E66A39C7D},3250.681661519,538408.13598754
1279,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C62EA857-5C43-4DD2-9DCC-5061A3CED261},1745841.41040995,37719231672.5992
1280,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{2E6F408A-7E0D-41DD-B7D3-366C058901C6},15309.9227306804,7559855.94864567
1281,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{88B9061B-9D25-44DA-AC24-CE496D28FC9E},17008.8788257556,11912777.2466595
1282,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{DB670A17-8E0C-410D-8846-76EABB28B5AC},8643.74703084899,2311193.44375936
1283,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{85FBDB44-6711-4419-B2DB-4D8072D39A35},2400.46310587296,325958.556743313
1284,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{B0F339DF-D2AB-4ACE-81A7-944AE2890654},6459.54575310282,1489623.78819436
1285,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{27E1BFDD-8EDF-41D8-BD37-A6DF57C8FE1C},4593.63580148099,633979.54611184
1286,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{6C618DC7-4F1E-453C-A91A-A372B1860D30},31592.3344593302,21278448.6002861
1287,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{AE0CEB49-9D1C-4B71-9C66-EB9DD499DC96},26716.1163415199,15867989.7675289
1288,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0EB47A76-4D4F-4597-996D-63F2AAD9F21B},8369.11352886662,1507349.00539944
1289,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{A14C4425-9B26-4611-A102-71D419D56025},7019.8754967521,2358730.44722132
1290,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{1238250F-94B5-4A12-8545-5313C03FFAEA},13477.878357155,7382338.37892848
1291,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{63CA1C9E-8058-4EA5-B4C1-89CD56A9150C},110214.372164471,239953163.530691
1292,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{73F34826-FF53-47C6-8BE4-34613865B15B},4868.41190041836,1188542.24844473
1293,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{BD8934AB-E7B6-4F76-97DD-2E838D6B0340},3310.05352803175,669581.474215311
1294,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{90530518-EE23-4756-9A15-F2C2E5E1A9AB},9398.79251481016,1559896.3237817
1295,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AB775F19-3648-4CBF-B365-E93E126C83CF},4379.07387187158,736964.756291255
1296,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0AEC43B5-2D3F-4197-ABD9-A796D3330472},35672.4719446422,31997337.7544069
1297,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{7C1D715A-98A9-4D36-8003-CA4238F4E201},4260.56358996629,1017188.78271201
1298,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F866ECD9-69EA-4F0E-890A-84CDB45B8B5C},234437.600668113,1430379257.18954
1299,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1FEA08CD-5E0F-4693-A98C-57D7807EE93C},4929.58290541108,1051265.45097073
1300,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{14F5C2C4-3EE0-4B2B-A969-1F84516F4115},3419.05164926255,472898.06616595
1301,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{24E744F1-277C-4D66-8656-1E015EC65E13},6283.0269329751,1114372.15121201
1302,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3DD7BC8C-D893-4A58-8F32-6FA68E9E2A74},6349.25759478723,2090064.38811365
1303,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{435F63F6-3CB2-4E52-B6EC-B69CEB7A650A},3200.48106597279,450478.370950044
1304,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C7FE47D8-C8FF-4162-AD12-D9AB51DDDF9C},8591.36732210622,2383225.64238182
1305,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4E185C38-3A06-4803-ACC2-C2E3618268E5},3455.1582410587,527339.290678863
1306,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2BF52E9F-352C-46AC-8B67-D190EA3E434E},2583.1067641725,289519.827786267
1307,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{89B24D16-6A40-489A-8C23-0AB340E6A07B},6247.78282732665,1676733.69369942
1308,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4A3FAEF5-8E9F-4476-8A2B-A30A15D0C169},3995.5820047966,682557.210691971
1309,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A06E6ABE-D9DD-4205-8317-CFFB5CC5F304},3894.8928801418,765681.193540905
1310,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{116AF5B8-A8EE-4AB8-8F11-AF67A522220E},5955.35335998018,1151957.50890227
1311,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A42CF63A-7B89-4FAE-9E0C-5961E4F9F2AB},12741.4433114286,5473173.15171007
1312,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8A911F52-912A-47FD-B636-B2CE43E45DD8},5770.48684455421,1387604.78381706
1313,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE0D563B-9763-4D1A-8558-C46689D80599},3497.25848410061,750737.714902636
1314,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{295F3FCE-1056-4590-81A8-619CA65B23A9},5766.05596667256,1643204.33522679
1315,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{87A8A6DE-2FA4-4BDC-BB8F-D0E1801E07F9},30476.4780384538,14527454.7905724
1316,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{064F9EDD-13F0-45AB-8C09-0AB687A8CBE0},246980.486649257,848962835.153299
1317,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{09B69957-EA29-4300-8F32-688DFA96D7EE},3085.22646787522,417412.63004442
1318,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2CF816E4-FA4C-4538-8AE5-44024ED9AB20},3340.16088849249,437970.693233996
1319,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A0F36987-9D95-4DAE-A812-DE323D9E92FA},17835.2965704848,11773656.1021067
1320,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE281767-5F6C-40D6-BAC1-AD07D5273AC9},4869.04903513552,1363307.29296675
1321,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8617CA59-86CA-4534-A5EF-176FAF04FAD6},3487.74282000832,692135.344220758
1322,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2A951E45-9BAB-49A9-86FA-7F79309F7050},3115.24706180777,466937.509121081
1323,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{07B655A0-6FA3-476D-920E-47E12C6CA478},7915.1001528608,2253824.94249228
1324,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{97414CFB-58F5-4228-BE68-BEECBC8CD0C6},9904.0901375812,5417867.14345141
1325,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CD31E6C7-4249-4789-BCC3-BADE9C07F496},7144.17181130529,1660603.38493376
1326,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F2DBD80C-BC3E-4E5F-B05E-2F7137944AD9},7270.85457121853,3152050.61836464
1327,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C0D64C0C-129E-4385-B584-CBB4641796E0},25000.776687327,32583382.2482561
1328,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1E6F00EE-6CFB-4333-9892-DAAE55F1836F},5214.01747752471,1490368.66373775
1329,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F7C37681-B029-497D-9C2B-27EC25E9A194},3732.2427548297,468565.655691207
1330,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{69A9AFBA-3895-4F04-BA65-DB2015C3C362},6286.93011156635,1984768.04969594
1331,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{424795C3-A9D3-4731-9BB0-6490F7A7A45D},6226.72077238614,1959113.19202128
1332,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{73090F4D-C415-478C-BD41-257E1B13B149},20105.41762826,15101167.7351708
1333,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CBCCB610-82FF-466A-B4BA-57272A0E3792},3210.81527364428,516665.920148555
1334,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{54D2EFD4-E93E-43CE-9CCF-88D34CFB7886},4489.89536974035,1029363.0135278
1335,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{239AB29A-FDBB-46DC-A0A8-77CD94DE1D61},3123.24827984393,351564.691409032
1336,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{01C13C23-1016-4635-A538-D3A221EC9050},11889.4745584194,4852253.88881897
1337,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE6CD215-EF6E-4E16-918E-EEDC642F8D40},3674.16364759016,540119.358573582
1338,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4FEED991-200D-4615-A494-7D7BD2C2A7AC},5014.2626441446,1346868.39352169
1339,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9CE6F7AA-84FB-4168-A2C2-5D32E32C2B19},5250.06576687761,1311739.83619215
1340,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{63ABE40E-61C0-49E0-A9BC-8EE78FB237F9},5739.19621205033,1246629.3157436
1341,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{76AC1B05-4741-47EC-A5D5-11BC8F4F7206},4121.6799694394,925604.709111894
1342,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5E36AE35-7939-4761-9B17-7C89220D95CF},8582.32201211117,2211789.61051234
1343,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5F9FC79F-47C6-4EC6-8F1E-B68AD8F0CAB5},3252.34711338737,569993.833448338
1344,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D1DF6813-B36B-47E8-B716-1CA336E7DC31},7497.89732772373,2964601.56788371
1345,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{521DE701-0571-471F-99D6-A3199D935983},26193.1886320213,12600585.4810134
1346,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{886C9DC0-187F-407C-B9AA-0419817E8E97},15511.3939569921,4060686.70054217
1347,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B5E3AB37-2C25-4186-8BB3-FE15A4784D0E},6744.49188887082,2273297.32175481
1348,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5208965C-ECFA-4A64-931A-9A33D22095B0},6121.31676684896,2674902.58464656
1349,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{15C0602B-4D62-4919-AA76-7D8E09EB5846},3554.20679456596,681352.1995548
1350,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F60C267F-7512-48BB-AF8D-7C5656AF02C8},4713.78396307686,1432282.39669514
1351,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9F0B8BCE-A0B8-45D3-ADCC-56AD8AAFDF87},285646.909240075,838754865.715452
1352,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{54DF3CBE-5E19-4922-B38F-17CB3BCCA7B7},6745.35201048887,1899943.26478708
1353,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{011BA4D5-4D4E-4AB8-98DA-DAC9660FF30C},7110.98418998582,1463956.10076196
1354,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{675B016D-8469-4057-B210-F8AFB7ACD62D},42660.6264994864,40262912.088463
1355,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{319E771B-34B6-421E-AB1E-7C23E6A59A9C},3293.08722614799,717071.564546212
1356,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{643B2962-E076-4EAD-8F44-381417E48A34},8381.18815041059,2326681.24725908
1357,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B5F93F0C-A82F-4519-BCB9-9F53EAD23C2C},8125.73199936358,2732987.81942788
1358,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AC85E00C-3DA4-457D-9239-9D83BA083BB2},6571.3028304264,1339546.66400651
1359,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{74B9E480-7386-430D-A7FD-BC13D0FFCCE1},33995.0053705168,27174753.7269341
1360,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0AF18B04-D8A7-438E-BD14-AA453C4C4773},21262.2075832444,11283067.1759061
1361,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{83659657-B40B-4679-B5EE-11E9C673E299},5232.55945033559,1632449.34852275
1362,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1AA6EB49-9AD7-4B24-AB3B-45EE235EE0DC},10760.305479614,3310209.11078319
1363,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{13BA0E9E-ECE4-495C-A77A-30BE5221E306},23483.6094697168,16555687.5761658
1364,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{30118080-042C-45A0-B0AD-89D4AA5A8E8A},4878.35856115541,1195624.66922491
1365,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2CC7DA09-A206-47EE-A02A-E98FEF0E0E1A},6422.48725743384,1709771.10946416
