OBJECTID,bcr_label,bcr_label_name,name_en,name_fr,name_sp,globalid,SHAPE_Length,SHAPE_Area
2763,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{BADE8A00-F48B-436E-BE23-ACF709FEC1DB},13099.0187380826,5140242.56459766
2764,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F9C891C0-DB31-4FCB-A8C1-7BFA5D45AEE6},10625.7593619814,3136028.34799364
2765,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{03ECE00A-19DE-4FD7-B65C-A299103E9BE6},9724.90623608982,3629163.10137265
2766,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{6CBC95EE-612E-4B3A-8ABF-0A73E6578CE0},6669.70551379953,2110461.60985779
2767,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6A8439F8-4F7C-4AEB-9427-3AD8B45018EB},4220.7083903787,805846.192028417
2768,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FBB89461-7DD4-4FFC-90AF-2BAC35C869B0},5220.69825690182,1272826.42827697
2769,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{13F12DFF-4AAA-4E43-AE0D-4455217C4D16},6814.51130091702,2276147.69823359
2770,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{26FB1F15-22AD-49CE-9A22-2A53A618511F},5395.36407527387,1023360.49582888
2771,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{14F2DF00-9B44-4B34-992B-554699FB2D73},6622.13646986638,1684466.74511132
2772,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{01DA0F0C-E4BA-428A-807C-8F3D397941AD},3985.7586417931,600130.440566305
2773,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{0B59AF7C-E0B7-4AF7-85B0-EF5E0CC956F3},7108.02546415808,2021602.12707244
2774,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5A92FD04-6621-4834-BA8A-D6D3D0256C4C},8418.26961774069,5301100.25744506
2775,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{744EDA09-5AA7-474E-BC05-8FFD9C8882FE},3717.74430537299,730303.657727229
2776,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{35327311-C2F7-428E-AD4A-1C55F758720F},107374.704244547,129810361.2381
2777,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{062A7A03-13F6-464F-96DC-75DAB4F535B1},5341.63963624778,1330879.06741842
2778,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A520C052-E893-49D0-86A9-44DA5B987374},13009.1498541412,6000771.89204546
2779,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{8B6007C1-3D56-48B3-A575-2EF0FEC631F5},7759.03764095499,2919677.04153575
2780,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{DAC9D030-8D95-4CCD-B95C-5ABEA3349FFF},24025.015781753,18824527.2130807
2781,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3532B633-9C9E-4F65-AA15-EC9B7F422410},5263.49777721127,1604325.48091351
2782,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DDE09348-2ACE-4FB6-BBC7-4DE41BA4FF12},8337.80376410447,3115936.50056839
2783,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{93B62C27-57E9-4A86-90D5-10A8718D5333},5246.77657047364,1283695.49157536
2784,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C802E825-5EBB-4882-BD4F-9FC0F2D3D418},11880.2826338654,6499952.64809403
2785,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{81A7ECE6-F6B1-437F-9B2E-CC070902C8CD},3482.82981536046,737762.830710717
2786,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A84B63B1-E4D7-45FE-9DCF-F1A079B19140},3636.42988291323,516406.264244952
2787,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{A5CAB809-B2A2-4602-8E2D-79A2A4859A9D},9184.84520407841,2841487.68796118
2788,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AB41FC2B-CA6C-4799-A352-8B0ABF435341},16018.7813667643,15452806.4553329
2789,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{208068B1-F6F3-4167-B91F-78A2CA841B7F},4760.75572975979,776778.954990703
2790,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2B7394F7-9E99-46D3-8194-8EAD4705412C},3442.40290430103,657381.989696758
2791,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{19EFF0B4-05F2-49DE-96E3-F7A8249FFFBC},3844.17585546716,942167.766656485
2792,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{4B2D1187-74BA-4D1E-9395-CB69924444F0},54502.5071572133,72950225.8391804
2793,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{A6330C3E-D0FF-4C77-9C00-27D737C5933E},3757.28452750325,540845.987194007
2794,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C754C925-AFFF-4973-AFD4-4A7AB0D39230},27699.7142764925,29728489.7859625
2795,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3FFAFF88-2AA3-4E74-8271-D4CED215B963},8708.6145071778,2107748.72368008
2796,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{01FFC1E1-E93A-4431-B7FF-0334F21AED8B},3946.49612860904,645130.958657732
2797,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{019BAFA0-EE18-4FD9-A189-359012480BB3},3644.77526851193,797523.004815015
2798,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EB0C6E6E-169C-459D-BC32-9820F3E07D06},6660.69197683589,1983197.03895207
2799,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2931E6FA-0B4D-4742-92C8-F74C4C5E43D5},3613.79887488875,501944.306397037
2800,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D3C684A2-397D-4DDB-AEE9-6B4A22EB80F1},9608.33170811708,3917417.24275718
2801,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{0C7BB0D1-EED0-4B20-99B4-0E4D54E8B983},5788.42500972441,1786740.8160025
2802,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{7F8AA5AD-FA36-4D44-9401-47F284EBA8A2},12685.4412189171,9020422.66244555
2803,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{2A0DE324-4443-454B-87AA-C3255A241CEF},3370.1294344061,509340.75853551
2804,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8F419053-FFAD-424C-A904-F701D55CFEDE},4971.54967870379,979345.347437455
2805,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{ECB819FC-DF43-4043-8B2A-2FBCE04FE594},3813.28050790907,522111.768641317
2806,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6AFB9C7C-E754-4246-ABE0-2BCE0553E566},5910.10175227211,1372916.6536143
2807,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{E90D3D41-2545-4BC0-937D-C37101C9AD76},4392.21045541707,1136755.63787691
2808,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B02AEF17-9680-4D31-B45A-7E46236ED7DB},21086.6692202381,10721685.1056074
2809,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{964E02D1-0BBD-4965-908D-1D68D870BE08},4655.26231452071,813043.697917938
2810,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D6C3859C-87FA-463E-B34C-6570CD5201B7},17946.6430702148,21030611.1384453
2811,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4A6CD688-7F04-40EE-AC9D-1C0C3AB89292},4695.8492301678,829461.764961896
2812,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{A3814FDE-8841-4312-811D-836494419A51},3638.63380212302,926810.17689593
2813,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6995CEB7-AF0E-482F-8C7B-4C0864EAD419},3686.21634456017,614485.095382061
2814,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{42498DFF-FB84-49AA-BC5E-BBF35E83B69B},3816.69190350144,761121.67988514
2815,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AA3AE45A-7F86-4456-917F-C6CC6E2B7F9D},4668.76949915361,1297744.61135246
2816,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{EB6BF42B-76DF-4480-9EA8-377D39292B52},4876.83746369313,1199702.41865813
2817,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{6FE30524-FD1D-437A-AAA8-84411455322D},3443.67483402254,503846.791182741
2818,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{129DCFDE-070B-4642-A297-E9E3E49234CD},12250.717938764,8120018.35246403
2819,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{9CDD2FEC-CF2F-4A0B-88E4-4DBF3476BEB6},6676.77980161357,2189718.63646958
2820,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4C6A72E2-D686-4B55-9CFA-9435E9601774},6414.52664772211,1756999.32221125
2821,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D12642D7-7AE9-4459-8EC9-CF66B317686A},16210.2410191653,13636498.9033882
2822,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{BCED589A-3522-45D1-9D4F-13047EA2E7EC},4316.08706142209,776224.244437868
2823,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{585AD02B-9DE2-4977-93F1-CA55B8EE54B4},7149.37872190062,2501248.60991027
2824,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{23344ED8-98FB-4103-B1E1-699D5B330772},3781.81339294826,658794.165716556
2825,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2CF9BD54-9D16-435A-BC63-6B5DDE0EE3C9},16354.2173890113,12362669.5348763
2826,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9CE2549E-F714-4BFE-8C9D-EEC0E950FB8D},5427.87005696563,1792179.70731374
2827,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EE1D6A2C-70E5-4ABD-84F0-8A94B160558B},7827.13870043156,3601651.13983686
2828,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2DA56A2D-662E-497E-9AFF-1D9EE9A3D587},30162.790872368,32846560.5295378
2829,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7EB22BDB-FD61-4B0B-895F-9669AAB258C4},5715.79352752132,2038585.50680077
2830,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{45256958-E1BB-4A1E-BCFD-2A9A7ED6B2EA},4004.28955766546,978763.789643908
2831,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8CA22CBA-C0D5-4FD3-A3EA-AFA18A98C8D9},9363.06614778053,3221290.68388978
2832,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{93681A40-8D6E-4D31-9C4F-6D13142BAC73},186997.769936919,550822712.549841
2833,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A2C01FE5-4AC0-408A-9E5B-E6FA8D64F292},4240.04541013497,855026.213597598
2834,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7BCCBFCA-8A56-4CCD-B3C3-C65E2A5321AA},7988.26397282863,3547436.0222689
2835,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2C440E20-D5CA-4072-B5BD-257DFF0AE258},14225.1265343258,7162933.35649678
2836,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FAD1D49B-9D26-4D64-9DC8-D46BA4BAFED4},4428.65182522261,945610.156423197
2837,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{21D173DD-9A37-4C41-9983-84661E37015B},3697.85180245639,877375.083524314
2838,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{97B59F2D-240B-4E1D-BE84-75CD525A7BD2},3782.15163394418,785370.685559277
2839,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{38A10430-51A4-4416-919C-0B538569B15C},5770.98362440222,1796151.39494711
2840,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AF8AE483-299A-4984-BC42-16D8E3A3D930},26747.8036132151,31561664.9071971
2841,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{12A79FFE-9A62-4E92-B4A2-93283B5A0D42},4928.14697722943,1167938.34724431
2842,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A76BDB3D-54BB-4019-ABCC-8F2AA8603DD2},5068.61743911971,1592057.04085328
2843,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9083350A-63D8-4865-ABEE-50D3E2B01C18},8590.65971187011,3391409.92288985
2844,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1EF869CA-598F-4B3E-91CD-4B3D3C0051B9},4132.96840471552,1072219.30236608
2845,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5D14F1C4-246A-4CEF-8E64-EC44DD363BE8},3851.7663783382,835908.134442452
2846,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{22F37AB1-2DA1-4F5A-8381-F77519D29B98},20971.4534204139,10969711.0942029
2847,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3A5F39C7-96DB-463F-B502-87DBF0302503},3676.50043858443,772292.826204672
2848,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D12918F8-4103-476A-9D9B-8C2171965852},49433.9067819667,123190069.835007
2849,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1585155D-ED81-4710-9FDE-2222DA66EF4D},4859.0026860352,1502179.70328093
2850,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7713421B-A1B4-42A2-B50E-ED7F9435DAE5},25868.8140619892,16677881.3552327
2851,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E3962E6A-2FAB-4DF3-A489-FCC1E2B215E7},4701.50558387079,1027600.14619346
2852,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{097D053C-65D4-431F-9622-6C04F379668A},4201.27393060114,734238.485839648
2853,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7D44149F-307D-45C9-8E88-B2D00BDAAB46},3996.47239403639,880465.016181397
2854,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F4C6B9F6-8880-427C-8DDF-E14CFD31805D},65632.3297405918,270117334.058891
2855,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{055FD8DE-EF8B-491E-A986-70096F38B917},45365.3730467338,43830927.4724152
2856,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{20914649-3076-4066-AF34-B2E1B6512F71},7699.63073282996,2895507.10933353
2857,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DCC7E3FC-CCAE-42B7-B60E-586161DE0BC3},22930.0277146758,11066403.7145643
2858,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4FA81296-28B3-4B1B-9B9F-36B47E06139B},25631.6168658421,13798042.4846402
2859,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6D587BD8-6819-47FC-8074-DD7C06A4150B},4960.06988437731,1390836.04570837
2860,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{969FCE49-7181-403A-94DD-5E8120BEB50D},5126.03915379304,1614565.43807922
2861,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{62F93BDC-15F0-4EA9-909C-851078E2CECA},4059.69613348973,1038143.15707885
2862,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1AC038F2-0B04-4B23-A9CB-7261E83D199D},9335.10572325267,3372419.96234586
2863,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{37E7EE35-4432-4BEB-BEBB-888B0363DF1C},4337.72669111409,854085.016544421
2864,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{80973169-31D6-4F93-AE2A-72B9CC8A3BDB},5165.94257411292,1789837.79990448
2865,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{344668DB-4785-4888-B25F-5ACBA1CAEE6A},4661.33228451371,1413197.21982902
2866,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D520575A-9574-4794-902B-12F6A45167A0},3305.30092427223,579773.411790634
2867,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{84E784BE-16B5-4333-9531-688EF896CFC2},69850.364821185,187866543.791446
2868,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{F1F42973-2BE5-4B46-9452-A74A6AD031AA},8829.0172825024,3088144.76808053
2869,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EAA2EE5C-7B69-4AD6-BEEB-69CC4330BD96},7951.75292329085,2331499.86470281
2870,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E6569C93-2074-4C80-AEFD-9E22B5718BD5},21350.8395680697,17172547.9071865
2871,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{21DDB437-6234-4F20-AB51-10DA9C91C2F4},4648.58212103141,994211.078949008
2872,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1A1C14AB-C7DD-4C23-806A-F85BF44AA3A5},14387.4694593237,6672108.52152493
2873,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{84167FE7-B41C-4203-9F39-342807DFF182},12863.7115498333,7933815.03361688
2874,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{BC5AD151-1468-45EA-AB11-789272AE7FCA},5114.28225778171,1262364.77782928
2875,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{135DEA7B-1DC0-438F-B030-6E0F45449D33},50672.4716986124,44735250.9108071
2876,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A5EEDCEA-9F61-431E-9CC3-B3B329CA4D65},3711.16202247418,935968.564414497
2877,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E08EDE57-53D2-4739-B596-AC5858FA30AA},8885.32895366289,3407616.46320232
2878,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E8453F37-0397-49A7-9A20-9CFCD0B1788F},9348.25221557724,2323858.54634969
2879,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3D46AC2A-EC03-451B-98F4-DBACD42A07F6},7396.90485376745,2968356.15245076
2880,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{037383F4-8902-4471-8CE1-50AAD76E73BD},22522.4279440093,17139290.8573141
2881,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CB59F50B-35AE-4DDE-8B19-7A361B3EBDB9},7053.88304892626,3056837.21226804
2882,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{93F34938-0B99-439F-B365-1CDDC10AEBB6},5061.20390309634,1811765.95625861
2883,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3E9D44E1-3E40-40E2-A438-2A8864059315},4689.39826527015,1351607.5056981
2884,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{320B9EE4-0CB7-496B-9651-FA1B39F4BDCA},5551.35236581708,1738777.10685523
2885,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{30BE6B94-CB1B-4D1D-B28C-0B391CFA0BAD},10651.5622910826,6793023.80248479
2886,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5EB5718B-A21A-46DB-A8A8-1528AF52A991},4842.69767593429,1398266.3335185
2887,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9CC0DE66-F350-4913-8099-78B56CC663A0},4696.25119446281,1066526.11566984
2888,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4E6B0AA5-8A6B-48C7-96EF-A74A9FE49F24},4294.15445248519,920704.412470042
2889,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DD5438AD-8A5F-432F-8113-F4183B71725A},4728.40755425649,1558752.16603086
2890,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4104185A-A17A-4B9E-B45C-A812E71BBBCC},4685.58612950594,1092519.39343486
2891,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3B259235-C0A1-442D-9A51-8F3B77103AE5},6679.36976902428,2696610.97472293
2892,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C0ABEBAF-DD23-4A7A-BE82-F8BE7814689B},10523.40912822,4666724.65476934
2893,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E029A5AD-4720-4EC5-A884-C990D26C9B8A},4433.48661782415,1037792.74869819
2894,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FCAE556F-E6A1-406F-9A38-256A1857E299},11939.6557677075,5579395.38479867
2895,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{933C11B4-E704-4E9C-A9ED-F5963783CB67},4237.59726604904,889080.684173222
2896,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3646F4AE-548E-4E3D-9249-96547707CE44},14408.6685130292,10751028.6630086
2897,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D5E51050-86E6-4BE3-977F-CEEF74F66751},3501.19510328391,692053.147138639
2898,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{87FF23C7-189E-442B-955A-6F2A89204D94},5564.78844548527,1738113.51798843
2899,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E115F84E-E06D-4D53-9788-96A88FF88B1E},10203.0512951639,3760509.71226598
2900,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0B31B6CF-2C79-4C6A-B702-5FB7F3070259},4554.83083046764,1321835.94077427
2901,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7E60A715-A3F8-432B-A12E-8BA74A710791},69435.5725752654,100207624.278774
2902,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{BEC6D07A-24CE-403D-BC29-63AE9B9A91B0},11254.040156661,5700952.2103351
2903,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{315CDF4F-83F9-4104-9937-FE89C357541C},5923.28560325134,2378580.93989286
2904,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5A1FB359-FCB3-4DFB-955D-0FAE7E38A2F9},11363.1855581224,7360045.28292887
2905,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5F124D4C-EDA1-48BA-8998-3FE0E6FBCF8C},5861.91725679826,1351159.1992765
2906,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{36702754-FC7B-4636-8B9C-F7F8E9E142D2},11091.996352699,7691763.70384447
2907,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D8A73F5F-0107-474C-83D7-E8AC99B8D4C2},10154.3352956973,7011792.13258932
2908,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{ABE1E83D-5623-4E2C-AABD-CF2A3056C34E},4493.01499543472,957505.210284524
2909,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{162069E3-E9B0-49F0-BA11-1B7123D78B24},5010.95869996189,1402974.82410995
2910,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3DBD1E1F-85F7-4427-ADD5-EA7063AF4299},14190.8595383738,9150851.41625911
2911,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DABA8EEF-668B-4C06-967C-E95CED482EB8},29895.0932981247,21529087.2953668
2912,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7CDEA83E-2722-442B-8D09-019C99FC5C79},11978.9111564958,7962184.76410046
2913,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FD41827F-8704-4532-ACDF-F2C38B6FE7CE},4166.80310859753,749399.100488841
2914,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DD523E65-8E73-4EB8-B954-D4D88D3ADCDF},5198.26309389399,1662090.66680785
2915,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4AB86B6B-BECD-460C-945D-776BCA6180C4},3852.73999637937,726880.039882525
2916,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{34D4D769-950A-4AC8-95C8-9195287B78D0},4841.5648628343,1429125.16333883
2917,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0FBDA73C-25FA-41A1-B0FD-AC43093E253C},9324.20368053266,4699519.83531048
2918,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{06B34F54-73AF-4E73-9154-02480277E937},5432.8419051982,1672913.11232408
2919,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D42D53CD-DE3C-4C37-87F9-2D70BEBC0152},4748.95402795078,913961.29594641
2920,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8DEB7877-62F3-44E9-8778-45FF73A2BA9F},5391.03457799857,1226386.81356249
2921,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{59337677-79D9-4DD5-8684-F91D562D9973},10473.9316031906,4747333.77750382
2922,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{861D2385-C5A1-4C45-AEB9-E6BB11E01F88},7136.5083070509,2335014.10264395
2923,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1D64B92B-4CCE-4D52-AF0D-3C7C24A006C2},11865.8575841576,7704237.33408987
2924,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5639A0AE-9E37-4CDE-97D6-C38366C1DC57},16458.4042824742,6908230.53244416
2925,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B6D7197F-71F1-4316-958B-5E2A6A306F08},21446.3346253192,16506242.5840484
2926,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8953DE7D-D224-41E6-86C3-5CC3DE066B08},5115.27321941051,1442342.74736991
2927,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{940E59E3-0C35-43C2-9A84-6A9135388288},5045.21520789981,1016618.97932169
2928,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8C33F12F-B316-4CCE-92B1-6BB821E7BA6D},11286.5520601331,3701743.59718191
2929,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{108DB77D-9F9D-4D4D-9CE0-A0F0D467DF55},3706.11138344848,743741.35327163
2930,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9C232D61-A27B-43E7-8589-AE53D2476C30},3737.69125961855,668839.762239255
2931,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{96BCEBD0-227F-42FE-B76D-BB6CD467B456},13237.640352539,4675500.63895725
2932,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{71D918ED-4E25-4707-8866-8AA156BE4048},13639.4843130557,7256603.23744498
2933,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{30C85701-71CB-4176-ADE8-E6FC82ABC1EE},4604.52323767349,749082.913106425
2934,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{763F6BB6-ED06-4B90-A656-8086CFB325F2},21525.1887258158,23257908.3480956
2935,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4BD0BA16-E2A3-4B5B-9D70-CACDDB66572B},17174.4996404141,10026170.6186492
2936,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0BEFE768-7720-434B-9CF7-31A8C27C2F92},6139.65402468928,2137763.67681065
2937,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D345A9B5-58F8-40C4-AAEC-FEA93430BDF5},12945.902688521,6368231.52508743
2938,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{12B3821A-5846-4ADD-AEA2-0E3185AD5D95},5352.60477362412,1528423.1446114
2939,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B65D7D79-FB37-4EE1-9148-4D072B5F4380},4369.56560900086,1129701.29247629
2940,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{68EDE98F-074A-4D15-9246-F64A890E9471},109214.267940595,175593912.495854
2941,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A89A0568-CB6D-41D3-A771-7E53A5EB0C00},5863.81011081094,1663562.18185044
2942,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D77BD5D3-01DB-4D39-86F2-0DA68BE867A9},6571.94342314485,1601964.86414631
2943,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{586D8255-87D0-4D32-9269-0133B3551A97},423798.06211488,11130874619.2531
